Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Delay,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
TRANSFER,4,2,124.07,263.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,David,Panamá,36.0,0.12,299.98,0.47,1,299.98,263.98,124.07,Central America,Chiriquí,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,2,0.5,299.98,0.4135942396159743,0
PAYMENT,6,4,8.91,49.5,Late delivery,1,Women's Apparel,Los Angeles,EE. UU.,Consumer,CA,Golf,Europe,Bordeaux,Francia,0.5,0.01,50.0,0.18,1,50.0,49.5,8.91,Western Europe,Aquitania-Lemosín-Poitou-Charentes,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,0.25,50.0,0.1782,0
DEBIT,5,4,40.66,112.0,Late delivery,1,Girls' Apparel,San Diego,EE. UU.,Consumer,CA,Golf,Pacific Asia,Yakarta,Indonesia,28.0,0.2,70.0,0.36,2,140.0,112.0,40.66,Southeast Asia,Yakarta,COMPLETE,adidas Youth Germany Black/Red Away Match Soc,70.0,Standard Class,1,0.5,280.0,0.2904285714285714,0
TRANSFER,6,4,41.0,327.97,Late delivery,1,Cardio Equipment,Glendale,EE. UU.,Corporate,AZ,Footwear,LATAM,San Salvador,El Salvador,71.99,0.18,99.99,0.13,4,399.96,327.97,41.0,Central America,San Salvador,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2,1.0,1599.84,0.1025102510251025,0
TRANSFER,1,0,5.88,58.8,Late delivery,1,Girls' Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,USCA,San Francisco,Estados Unidos,1.2,0.02,30.0,0.1,2,60.0,58.8,5.88,West of USA ,California,PROCESSING,Nike Men's Deutschland Weltmeister Winners Bl,30.0,Same Day,1,inf,120.0,0.098,1
DEBIT,2,4,85.56,371.98,Advance shipping,0,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Europe,Sucy-en-Brie,Francia,28.0,0.07,399.98,0.23,1,399.98,371.98,85.56,Western Europe,Isla de Francia,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-2,0.25,399.98,0.2139106955347767,0
TRANSFER,2,1,34.65,99.0,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Pacific Asia,Kuala Lumpur,Malasia,1.0,0.01,50.0,0.35,2,100.0,99.0,34.65,Southeast Asia,Kuala Lumpur,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,2.0,200.0,0.3465,1
CASH,6,4,106.59,327.97,Late delivery,1,Cardio Equipment,Marietta,EE. UU.,Home Office,GA,Footwear,LATAM,San Fernando,Trinidad y Tobago,71.99,0.18,99.99,0.33,4,399.96,327.97,106.59,Caribbean,San Fernando,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2,1.0,1599.84,0.2665016501650165,0
PAYMENT,2,4,54.38,139.44,Advance shipping,0,Indoor/Outdoor Games,Tucson,EE. UU.,Consumer,AZ,Fan Shop,Africa,Lagos,Nigeria,10.5,0.07,49.98,0.39,3,149.94,139.44,54.38,West Africa,Lagos,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,0.75,449.82,0.3626784046952114,0
TRANSFER,2,1,42.24,88.0,Late delivery,1,Women's Apparel,Spring Valley,EE. UU.,Consumer,CA,Golf,Pacific Asia,Wollongong,Australia,12.0,0.12,50.0,0.48,2,100.0,88.0,42.24,Oceania,Nueva Gales del Sur,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,2.0,200.0,0.4224,1
DEBIT,5,4,74.8,169.99,Late delivery,1,Water Sports,Modesto,EE. UU.,Home Office,CA,Fan Shop,USCA,Los Angeles,Estados Unidos,30.0,0.15,199.99,0.44,1,199.99,169.99,74.8,West of USA ,California,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,1,0.25,199.99,0.3740187009350467,0
DEBIT,4,2,42.75,95.0,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,Africa,Kinshasa,República Democrática del Congo,5.0,0.05,50.0,0.45,2,100.0,95.0,42.75,Central Africa,Kinshasa,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,2,1.0,200.0,0.4275,0
DEBIT,2,1,10.52,120.89,Late delivery,1,Men's Footwear,Enfield,EE. UU.,Corporate,CT,Apparel,Pacific Asia,Riyadh,Arabia Saudí,9.1,0.07,129.99,0.09,1,129.99,120.89,10.52,West Asia,Riad,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.0809293022540195,1
PAYMENT,2,1,94.04,191.92,Late delivery,1,Indoor/Outdoor Games,Bronx,EE. UU.,Corporate,NY,Fan Shop,LATAM,Panama City,Panamá,8.0,0.04,49.98,0.49,4,199.92,191.92,94.04,Central America,Panamá,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,First Class,1,4.0,799.68,0.4703881552621049,1
DEBIT,5,4,5.14,45.48,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Europe,Vincennes,Francia,4.5,0.09,49.98,0.11,1,49.98,45.48,5.14,Western Europe,Isla de Francia,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,0.25,49.98,0.1028411364545818,0
CASH,6,2,-7.09,56.69,Late delivery,1,Cleats,Santa Ana,EE. UU.,Consumer,CA,Apparel,Europe,Kryvyy Rih,Ucrania,3.3,0.06,59.99,-0.13,1,59.99,56.69,-7.09,Eastern Europe,Dnipropetrovsk,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class,4,0.5,59.99,-0.1181863643940656,0
DEBIT,2,2,72.0,239.98,Shipping on time,0,Camping & Hiking,Wyoming,EE. UU.,Consumer,MI,Fan Shop,LATAM,Bridgetown,Barbados,60.0,0.2,299.98,0.3,1,299.98,239.98,72.0,Caribbean,San Miguel,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,0,0.5,299.98,0.2400160010667377,0
TRANSFER,2,4,40.59,123.0,Advance shipping,0,Women's Apparel,Sacramento,EE. UU.,Consumer,CA,Golf,LATAM,Santo Domingo,República Dominicana,27.0,0.18,50.0,0.33,3,150.0,123.0,40.59,Caribbean,Santo Domingo,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,0.75,450.0,0.2706,0
PAYMENT,3,2,-62.31,276.92,Late delivery,1,Health and Beauty,Caguas,Puerto Rico,Home Office,PR,Health and Beauty ,Pacific Asia,Singapur,Singapur,16.12,0.06,293.04,-0.23,1,293.04,276.92,-62.31,Southeast Asia,Singapur,PENDING_PAYMENT,First aid kit,293.04,Second Class,1,0.5,293.04,-0.2126330876330876,0
CASH,1,0,102.05,283.47,Late delivery,1,Cardio Equipment,San Marcos,EE. UU.,Consumer,CA,Footwear,LATAM,Bogotá,Colombia,16.5,0.06,99.99,0.36,3,299.97,283.47,102.05,South America,Bogotá,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day,1,inf,899.9100000000001,0.3402006867353401,1
TRANSFER,6,4,86.09,245.96,Late delivery,1,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,Pacific Asia,Wagga Wagga,Australia,53.99,0.18,59.99,0.35,5,299.95,245.96,86.09,Oceania,Nueva Gales del Sur,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,1.25,1499.75,0.2870145024170695,0
DEBIT,3,2,27.93,58.19,Late delivery,1,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,USCA,Plano,Estados Unidos,1.8,0.03,59.99,0.48,1,59.99,58.19,27.93,US Center ,Texas,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class,1,0.5,59.99,0.4655775962660443,0
DEBIT,6,4,4.51,118.77,Late delivery,1,Shop By Sport,Redmond,EE. UU.,Consumer,WA,Golf,USCA,Suffolk,Estados Unidos,1.2,0.01,39.99,0.04,3,119.97,118.77,4.51,South of  USA ,Virginia,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2,0.75,359.91,0.0375927315162123,0
TRANSFER,2,1,0.0,335.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,USCA,Tulsa,Estados Unidos,64.0,0.16,399.98,0.0,1,399.98,335.98,0.0,US Center ,Oklahoma,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,0.0,1
CASH,2,1,-4.07,29.53,Late delivery,1,Books ,Memphis,EE. UU.,Consumer,TN,Book Shop,Pacific Asia,Jiangmen,China,1.55,0.05,31.08,-0.14,1,31.08,29.53,-4.07,Eastern Asia,Guangdong,CLOSED,Sports Books ,31.08,First Class,1,1.0,31.08,-0.1309523809523809,1
TRANSFER,3,4,86.63,247.5,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,The Hague,Países Bajos,2.5,0.01,50.0,0.35,5,250.0,247.5,86.63,Western Europe,Holanda Meridional,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,1.25,1250.0,0.34652,0
CASH,6,2,111.37,296.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Europe,Uvarovo,Rusia,3.0,0.01,299.98,0.38,1,299.98,296.98,111.37,Eastern Europe,Tambov,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,4,0.5,299.98,0.3712580838722581,0
DEBIT,2,1,96.72,371.98,Late delivery,1,Fishing,Marrero,EE. UU.,Corporate,LA,Fan Shop,Pacific Asia,Bacoor,Filipinas,28.0,0.07,399.98,0.26,1,399.98,371.98,96.72,Southeast Asia,Calabarzón,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,0.2418120906045302,1
PAYMENT,1,0,55.99,159.98,Late delivery,1,Cardio Equipment,Washington,EE. UU.,Home Office,PA,Footwear,LATAM,Presidente Dutra,Brasil,40.0,0.2,99.99,0.35,2,199.98,159.98,55.99,South America,Marañón,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day,1,inf,399.96,0.27997799779978,1
TRANSFER,2,1,11.12,95.0,Late delivery,1,Women's Apparel,Antioch,EE. UU.,Consumer,CA,Golf,USCA,Atlanta,Estados Unidos,5.0,0.05,50.0,0.12,2,100.0,95.0,11.12,South of  USA ,Georgia,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,2.0,200.0,0.1112,1
DEBIT,6,4,0.74,18.58,Late delivery,1,Golf Gloves,Goose Creek,EE. UU.,Consumer,SC,Outdoors,Pacific Asia,Osmaniye,Turquía,1.4,0.07,9.99,0.04,2,19.98,18.58,0.74,West Asia,Osmaniye,COMPLETE,Clicgear 8.0 Shoe Brush,9.99,Standard Class,2,0.5,39.96,0.037037037037037,0
PAYMENT,2,1,51.41,125.4,Late delivery,1,Electronics,North Hollywood,EE. UU.,Consumer,CA,Footwear,Europe,Busto Arsizio,Italia,2.56,0.02,31.99,0.41,4,127.96,125.4,51.41,Southern Europe,Lombardía,PENDING_PAYMENT,Under Armour Women's Ignite PIP VI Slide,31.99,First Class,1,4.0,511.84,0.4017661769302907,1
TRANSFER,4,4,54.32,193.99,Shipping on time,0,Water Sports,Morristown,EE. UU.,Corporate,NJ,Fan Shop,USCA,Atlanta,Estados Unidos,6.0,0.03,199.99,0.28,1,199.99,193.99,54.32,South of  USA ,Georgia,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class,0,0.25,199.99,0.2716135806790339,0
TRANSFER,3,4,60.75,135.0,Advance shipping,0,Women's Apparel,Mesa,EE. UU.,Home Office,AZ,Golf,Pacific Asia,Suzhou,China,15.0,0.1,50.0,0.45,3,150.0,135.0,60.75,Eastern Asia,Gansu,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,0.75,450.0,0.405,0
PAYMENT,6,4,60.19,122.84,Late delivery,1,Men's Footwear,Palatine,EE. UU.,Consumer,IL,Apparel,Pacific Asia,Ulhasnagar,India,7.15,0.06,129.99,0.49,1,129.99,122.84,60.19,South Asia,Maharashtra,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2,0.25,129.99,0.4630356181244711,0
PAYMENT,2,1,32.57,113.09,Late delivery,1,Men's Footwear,Tonawanda,EE. UU.,Consumer,NY,Apparel,Pacific Asia,Surabaya,Indonesia,16.9,0.13,129.99,0.29,1,129.99,113.09,32.57,Southeast Asia,Java Oriental,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.2505577352104008,1
TRANSFER,2,4,31.58,87.0,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,USCA,Chicago,Estados Unidos,13.0,0.13,50.0,0.36,2,100.0,87.0,31.58,US Center ,Illinois,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,0.5,200.0,0.3157999999999999,0
TRANSFER,5,2,84.0,199.99,Late delivery,1,Water Sports,Dallas,EE. UU.,Corporate,TX,Fan Shop,USCA,New York City,Estados Unidos,0.0,0.0,199.99,0.42,1,199.99,199.99,84.0,East of USA,Nueva York,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Second Class,3,0.5,199.99,0.4200210010500524,0
TRANSFER,5,2,-31.85,127.39,Late delivery,1,Men's Footwear,Massillon,EE. UU.,Home Office,OH,Apparel,Pacific Asia,Seremban,Malasia,2.6,0.02,129.99,-0.25,1,129.99,127.39,-31.85,Southeast Asia,Negeri Sembilan,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,3,0.5,129.99,-0.2450188476036618,0
CASH,6,4,-257.29,331.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,USCA,Houston,Estados Unidos,68.0,0.17,399.98,-0.78,1,399.98,331.98,-257.29,US Center ,Texas,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,2,0.25,399.98,-0.6432571628581429,0
PAYMENT,2,4,-87.35,109.19,Advance shipping,0,Men's Footwear,Philadelphia,EE. UU.,Consumer,PA,Apparel,LATAM,San Pedro Sula,Honduras,20.8,0.16,129.99,-0.8,1,129.99,109.19,-87.35,Central America,Cortés,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-2,0.25,129.99,-0.6719747672897914,0
PAYMENT,1,0,36.15,99.58,Late delivery,1,Shop By Sport,Miami,EE. UU.,Consumer,FL,Golf,USCA,Springfield,Estados Unidos,20.39,0.17,39.99,0.36,3,119.97,99.58,36.15,East of USA,Ohio,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day,1,inf,359.91,0.3013253313328332,1
DEBIT,2,4,107.12,223.16,Advance shipping,0,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Bayeux,Francia,16.8,0.07,59.99,0.48,4,239.96,223.16,107.12,Western Europe,Normandía,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-2,1.0,959.84,0.4464077346224371,0
TRANSFER,5,4,53.82,116.99,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Camagüey,Cuba,13.0,0.1,129.99,0.46,1,129.99,116.99,53.82,Caribbean,Camagüey,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,0.4140318486037387,0
TRANSFER,1,0,13.5,179.99,Late delivery,1,Water Sports,Denton,EE. UU.,Consumer,TX,Fan Shop,Africa,Garoua,Camerún,20.0,0.1,199.99,0.08,1,199.99,179.99,13.5,Central Africa,Nord,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Same Day,1,inf,199.99,0.0675033751687584,1
PAYMENT,4,4,22.15,195.99,Shipping on time,0,Water Sports,Hamilton,EE. UU.,Consumer,OH,Fan Shop,Europe,Duisburg,Alemania,4.0,0.02,199.99,0.11,1,199.99,195.99,22.15,Western Europe,Renania del Norte-Westfalia,PAYMENT_REVIEW,Pelican Sunstream 100 Kayak,199.99,Standard Class,0,0.25,199.99,0.1107555377768888,0
PAYMENT,6,4,146.99,299.98,Late delivery,1,Camping & Hiking,Saint Paul,EE. UU.,Consumer,MN,Fan Shop,Pacific Asia,Hangzhou,China,0.0,0.0,299.98,0.49,1,299.98,299.98,146.99,Eastern Asia,Zhejiang,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2,0.25,299.98,0.4899993332888859,0
CASH,3,4,12.09,172.77,Advance shipping,0,Cleats,New York,EE. UU.,Consumer,NY,Apparel,LATAM,Mexico City,México,7.2,0.04,59.99,0.07,3,179.97,172.77,12.09,Central America,Distrito Federal,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-1,0.75,539.91,0.0671778629771628,0
DEBIT,2,4,2.94,146.94,Advance shipping,0,Indoor/Outdoor Games,New York,EE. UU.,Consumer,NY,Fan Shop,LATAM,Tijuana,México,3.0,0.02,49.98,0.02,3,149.94,146.94,2.94,Central America,Baja California,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,0.75,449.82,0.0196078431372549,0
DEBIT,5,4,72.77,232.5,Late delivery,1,Women's Apparel,Sugar Land,EE. UU.,Consumer,TX,Golf,Africa,Kolwezi,República Democrática del Congo,17.5,0.07,50.0,0.31,5,250.0,232.5,72.77,Central Africa,Katanga,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1,1.25,1250.0,0.29108,0
CASH,2,1,49.68,127.39,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Altamira,Brasil,2.6,0.02,129.99,0.39,1,129.99,127.39,49.68,South America,Pará,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.3821832448649896,1
DEBIT,3,4,15.59,141.75,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Soyapango,El Salvador,8.25,0.06,50.0,0.11,3,150.0,141.75,15.59,Central America,San Salvador,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,0.75,450.0,0.1039333333333333,0
DEBIT,4,4,70.46,156.57,Shipping on time,0,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Mejicanos,El Salvador,23.4,0.13,59.99,0.45,3,179.97,156.57,70.46,Central America,San Salvador,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,0.75,539.91,0.3915096960604545,0
PAYMENT,3,4,9.21,122.84,Advance shipping,0,Men's Footwear,Ontario,EE. UU.,Consumer,CA,Apparel,USCA,San Francisco,Estados Unidos,7.15,0.06,129.99,0.08,1,129.99,122.84,9.21,West of USA ,California,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,0.0708516039695361,0
DEBIT,2,1,-79.08,107.89,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,USCA,Franklin,Estados Unidos,22.1,0.17,129.99,-0.73,1,129.99,107.89,-79.08,East of USA,Massachusetts,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,-0.6083544888068312,1
DEBIT,2,1,0.0,1350.0,Late delivery,1,Computers,Citrus Heights,EE. UU.,Consumer,CA,Technology,Europe,Ravenna,Italia,150.0,0.1,1500.0,0.0,1,1500.0,1350.0,0.0,Southern Europe,Emilia-Romaña,COMPLETE,Dell Laptop,1500.0,First Class,1,1.0,1500.0,0.0,1
PAYMENT,2,4,67.19,191.98,Advance shipping,0,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Francisco Beltrão,Brasil,8.0,0.04,99.99,0.35,2,199.98,191.98,67.19,South America,Paraná,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-2,0.5,399.96,0.335983598359836,0
DEBIT,3,4,-38.39,127.97,Advance shipping,0,Shop By Sport,Phoenix,EE. UU.,Corporate,AZ,Golf,Europe,Paris,Francia,31.99,0.2,39.99,-0.3,4,159.96,127.97,-38.39,Western Europe,Isla de Francia,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-1,1.0,639.84,-0.2399974993748437,0
DEBIT,6,4,74.83,226.76,Late delivery,1,Cleats,Los Angeles,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Zhuhai,China,13.2,0.06,59.99,0.33,4,239.96,226.76,74.83,Eastern Asia,Guangdong,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,1.0,959.84,0.3118436406067678,0
CASH,2,4,83.49,173.93,Advance shipping,0,Indoor/Outdoor Games,Chicago,EE. UU.,Consumer,IL,Fan Shop,Pacific Asia,Depok,Indonesia,25.99,0.13,49.98,0.48,4,199.92,173.93,83.49,Southeast Asia,Java Occidental,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,1.0,799.68,0.4176170468187274,0
TRANSFER,2,2,27.06,165.99,Shipping on time,0,Water Sports,Bridgeton,EE. UU.,Consumer,NJ,Fan Shop,LATAM,Tuxtla Gutiérrez,México,34.0,0.17,199.99,0.16,1,199.99,165.99,27.06,Central America,Chiapas,PENDING,Pelican Sunstream 100 Kayak,199.99,Second Class,0,0.5,199.99,0.1353067653382669,0
TRANSFER,4,4,21.82,290.97,Shipping on time,0,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,Europe,Rome,Italia,9.0,0.03,99.99,0.08,3,299.97,290.97,21.82,Southern Europe,Lacio,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,0,0.75,899.9100000000001,0.0727406073940727,0
DEBIT,5,4,41.83,139.44,Late delivery,1,Indoor/Outdoor Games,Dallas,EE. UU.,Consumer,TX,Fan Shop,Pacific Asia,Jammu,India,10.5,0.07,49.98,0.3,3,149.94,139.44,41.83,South Asia,Jammu y Cachemira,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,0.75,449.82,0.2789782579698546,0
DEBIT,1,0,79.18,158.35,Late delivery,1,Electronics,Caguas,Puerto Rico,Corporate,PR,Footwear,Europe,Lora del Río,España,1.6,0.01,31.99,0.5,5,159.95,158.35,79.18,Southern Europe,Andalucía,COMPLETE,Under Armour Women's Ignite PIP VI Slide,31.99,Same Day,1,inf,799.75,0.4950296967802439,1
DEBIT,3,4,-283.45,113.38,Advance shipping,0,Cleats,La Crosse,EE. UU.,Consumer,WI,Apparel,USCA,Chicago,Estados Unidos,6.6,0.06,59.99,-2.5,2,119.98,113.38,-283.45,US Center ,Illinois,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-1,0.5,239.96,-2.362477079513252,0
DEBIT,2,1,81.34,232.41,Late delivery,1,Indoor/Outdoor Games,Catonsville,EE. UU.,Corporate,MD,Fan Shop,Pacific Asia,Manila,Filipinas,17.49,0.07,49.98,0.35,5,249.9,232.41,81.34,Southeast Asia,Capital Nacional,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class,1,5.0,1249.5,0.3254901960784314,1
PAYMENT,2,1,-65.04,239.98,Late delivery,1,Camping & Hiking,Denver,EE. UU.,Consumer,CO,Fan Shop,USCA,Lehi,Estados Unidos,60.0,0.2,299.98,-0.27,1,299.98,239.98,-65.04,West of USA ,Utah,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,-0.2168144542969531,1
DEBIT,4,4,25.92,95.98,Shipping on time,0,Cleats,Miami,EE. UU.,Consumer,FL,Apparel,LATAM,San Salvador,El Salvador,24.0,0.2,59.99,0.27,2,119.98,95.98,25.92,Central America,San Salvador,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,0.5,239.96,0.2160360060010001,0
TRANSFER,3,4,27.04,103.99,Advance shipping,0,Men's Footwear,El Cajon,EE. UU.,Consumer,CA,Apparel,Pacific Asia,Bangkok,Tailandia,26.0,0.2,129.99,0.26,1,129.99,103.99,27.04,Southeast Asia,Bangkok,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,0.2080160012308639,0
PAYMENT,2,1,88.21,260.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Visakhapatnam,India,39.0,0.13,299.98,0.34,1,299.98,260.98,88.21,South Asia,Andhra Pradesh,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.2940529368624575,1
DEBIT,4,4,114.83,395.98,Shipping on time,0,Fishing,Washington,EE. UU.,Consumer,DC,Fan Shop,Europe,Paris,Francia,4.0,0.01,399.98,0.29,1,399.98,395.98,114.83,Western Europe,Isla de Francia,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0,0.25,399.98,0.2870893544677234,0
DEBIT,4,4,6.15,81.97,Shipping on time,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Africa,Lome,Togo,17.99,0.18,49.98,0.08,2,99.96,81.97,6.15,West Africa,Marítima,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0,0.5,199.92,0.0615246098439375,0
DEBIT,6,2,222.73,494.95,Late delivery,1,Cardio Equipment,Chicago,EE. UU.,Corporate,IL,Footwear,LATAM,Miguel Hidalgo,México,5.0,0.01,99.99,0.45,5,499.95,494.95,222.73,Central America,Distrito Federal,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,4,2.5,2499.75,0.4455045504550455,0
DEBIT,6,4,10.58,37.79,Late delivery,1,Shop By Sport,Fort Worth,EE. UU.,Corporate,TX,Golf,USCA,Springfield,Estados Unidos,2.2,0.06,39.99,0.28,1,39.99,37.79,10.58,East of USA,Ohio,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2,0.25,39.99,0.2645661415353838,0
TRANSFER,4,4,-219.86,299.95,Shipping on time,0,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,Europe,Huelva,España,0.0,0.0,59.99,-0.73,5,299.95,299.95,-219.86,Southern Europe,Andalucía,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,1.25,1499.75,-0.7329888314719121,0
PAYMENT,2,1,2.08,103.99,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,Europe,Tilburg,Países Bajos,26.0,0.2,129.99,0.02,1,129.99,103.99,2.08,Western Europe,Brabante Septentrional,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.0160012308639126,1
